,이름,포지션,출전,클린시트,실점,태클 횟수,태클 성공률,슛 블록 횟수,인터셉트 횟수,걷어내기 횟수,해딩 걷어내기 횟수,라인 밖으로 걷어내기 횟수,볼 소유권 가져오기 횟수,경합 승리,경합 실패,공중볼 경합 승리,공중볼 경합 패배,자책골,실점으로 이어진 실책,어시스트,패스 횟수,경기당 평균 패스 횟수,결정적 기회 창출 횟수,크로스 횟수,크로스 성공률,스루패스 횟수,긴 패스 성공률,경고,퇴장,반칙,옵사이드,골,해딩 골,오른발 골,왼발 골,골포스트,경기당 골,페널티킥 골,프리킥 골,슈팅 횟수,유효 수팅,슈팅 성공률,결정적 찬스 놓친 횟수,선방,페널티킥 선방,펀칭,공중볼 처리,캐칭,던지기 횟수,골킥
270,Harvey Elliott ,미드필더,2,,,0,0%,0,0,0,0,,1,1,1,0,0,,0,0,11,5.5,0,3,0%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
271,Tommy Elphick ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
272,Mohamed Elyounoussi ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
273,Emerson ,수비수,15,1,21,23,52%,4,18,14,9,0,59,68,31,17,11,0,0,0,718,47.87,2,54,24%,0,22,3,0,4,2,0,0,0,0,1,,,,,,,,,,,,,,
274,Bj철rn Engels ,수비수,17,2,32,11,55%,0,28,85,42,0,53,71,39,55,27,0,1,0,647,38.06,0,2,50%,0,49,1,0,5,1,1,1,0,0,0,,,,,,,,,,,,,,
275,Niall Ennis ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
276,Bright Enobakhare ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
277,Christian Eriksen ,미드필더,20,,,19,47%,11,12,14,5,,82,31,52,6,10,,0,2,674,33.7,3,72,15%,5,30,5,0,9,2,2,0,1,1,0,0.1,0,1,26,9,35%,0,,,,,,,
278,Jonny Evans ,수비수,38,11,41,48,71%,1,57,171,84,0,230,207,121,127,71,1,0,1,"2,491",65.55,0,8,13%,1,116,8,1,35,2,1,1,0,0,0,,,,,,,,,,,,,,
279,Timothy Eyoma ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
280,Lukasz Fabianski ,골키퍼,25,5,34,,,,,,,,,,,,,0,3,0,572,22.88,,,,,201,1,0,1,,0,,,,,,,,,,,,72,1,15,10,8,100,192
281,Fabinho ,미드필더,28,,,62,56%,4,34,16,6,,157,132,110,42,28,,0,3,"1,578",56.36,2,9,44%,3,80,6,0,32,0,2,0,2,0,0,0.07,0,0,12,4,33%,0,,,,,,,
282,Cesc F횪bregas ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
283,Malachi Fagan-Walcott ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
284,Ralf F채hrmann ,골키퍼,1,0,1,,,,,,,,,,,,,0,0,0,8,8,,,,,0,0,0,0,,0,,,,,,,,,,,,1,0,0,1,0,2,3
285,Akin Famewo ,수비수,1,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
286,Felipe Anderson ,미드필더,25,,,46,70%,8,22,10,5,,112,139,130,6,19,,0,4,895,35.8,4,34,26%,5,42,1,0,17,2,1,0,1,0,1,0.04,0,0,23,8,35%,3,,,,,,,
287,Marouane Fellaini ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
288,Edimilson Fernandes ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
289,Federico Fern찼ndez ,수비수,32,8,42,42,60%,2,24,185,106,0,128,132,100,61,51,1,0,2,"1,110",34.69,2,29,17%,0,100,8,0,17,2,2,1,1,0,1,,,,,,,,,,,,,,
290,Fernandinho ,미드필더,30,,,50,70%,4,25,80,50,,148,154,96,74,49,,0,1,"2,222",74.07,0,4,0%,0,133,7,2,26,1,0,0,0,0,1,0,0,0,17,2,12%,0,,,,,,,
291,Will Ferry ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
292,Ethan Fitzhugh ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
293,Jake Flannigan ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
294,Fl찼vio Crist처v찾o ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
295,John Fleck ,미드필더,30,,,36,69%,12,24,21,7,,169,115,122,14,25,,0,2,999,33.3,5,149,22%,3,38,8,0,25,1,5,0,1,4,0,0.17,0,0,31,11,35%,2,,,,,,,
296,Phil Foden ,미드필더,23,,,14,71%,8,6,2,1,,36,62,61,10,18,,0,2,494,21.48,0,29,24%,4,17,0,0,12,1,5,0,1,4,0,0.22,0,0,34,15,44%,1,,,,,,,
297,Pablo Fornals ,미드필더,36,,,46,61%,9,25,8,3,,155,87,153,10,48,,0,5,843,23.42,4,61,16%,6,40,3,0,18,7,2,0,2,0,0,0.06,0,0,36,11,31%,2,,,,,,,
298,Fraser Forster ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
299,Ben Foster ,골키퍼,38,9,64,,,,,,,,,,,,,0,2,0,"1,089",28.66,,,,,323,1,0,2,,0,,,,,,,,,,,,117,1,13,25,10,118,295
300,Timothy Fosu-Mensah ,수비수,3,1,1,1,100%,0,4,1,0,0,7,3,11,1,2,0,0,0,64,21.33,0,2,50%,0,3,1,0,5,1,0,0,0,0,0,,,,,,,,,,,,,,
301,Dimitri Foulquier ,수비수,3,0,6,1,0%,0,2,2,0,0,4,3,2,0,2,0,0,0,10,3.33,0,1,0%,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
302,Juan Foyth ,수비수,4,0,3,7,43%,0,1,2,1,0,9,12,7,3,1,0,1,0,56,14,0,0,0%,0,2,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,
303,Simon Francis ,수비수,15,1,21,13,69%,3,20,66,40,0,62,66,54,48,32,0,0,0,520,34.67,1,16,19%,0,30,3,1,7,0,0,0,0,0,0,,,,,,,,,,,,,,
304,Marcel Franke ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
305,Ryan Fraser ,미드필더,28,,,12,50%,10,15,17,11,,97,66,81,6,25,,0,4,770,27.5,5,174,16%,2,27,2,0,10,1,1,0,1,0,0,0.04,0,1,27,12,44%,5,,,,,,,
306,Fred ,미드필더,29,,,60,53%,10,38,27,7,,234,145,172,9,19,,0,0,"1,668",57.52,3,63,22%,3,110,8,0,42,1,0,0,0,0,1,0,0,0,40,10,25%,0,,,,,,,
307,Ryan Fredericks ,수비수,27,6,39,82,68%,2,24,64,31,1,113,149,116,36,36,0,0,3,856,31.7,3,59,25%,0,31,7,0,25,0,0,0,0,0,0,,,,,,,,,,,,,,
308,Kieron Freeman ,수비수,2,0,0,0,0%,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0.5,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
309,Christian Fuchs ,수비수,11,2,10,14,64%,1,17,23,13,0,45,35,36,19,18,0,1,0,563,51.18,0,16,13%,0,26,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,
310,Manolo Gabbiadini ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
311,Gabriel Jesus ,공격수,34,,,17,,20,11,6,6,,,,,,,,,7,609,17.91,4,6,,,,3,0,27,19,14,2,7,5,3,0.41,0,0,101,48,48%,24,,,,,,,
312,Gabriel Martinelli ,공격수,14,,,20,75%,2,3,5,4,,34,46,92,8,37,,0,0,116,8.29,0,22,0%,1,2,1,0,9,2,3,0,3,0,0,0.21,0,0,12,5,42%,1,,,,,,,
313,Ethan Galbraith ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
314,Tony Gallacher ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
315,Conor Gallagher ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
316,Luke Garbutt ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
317,Eric Garc챠a ,수비수,13,3,7,6,17%,0,18,31,14,0,38,25,34,11,20,0,0,0,728,56,0,1,100%,0,26,1,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,
318,James Garner ,미드필더,1,,,0,0%,0,0,1,0,,1,1,1,0,0,,0,0,14,14,0,0,0%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
319,Dwight Gayle ,공격수,20,,,12,,5,2,9,8,,,,,,,,,2,145,7.25,2,3,,,,2,0,6,2,4,0,3,1,1,0.2,0,0,23,10,43%,5,,,,,,,
320,Paulo Gazzaniga ,골키퍼,18,2,26,,,,,,,,,,,,,0,1,0,456,25.33,,,,,76,1,0,1,,0,,,,,,,,,,,,59,1,3,7,7,63,142
321,Jean-Philippe Gbamin ,미드필더,2,,,4,75%,0,1,4,3,,8,11,10,3,2,,0,0,70,35,0,0,0%,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
322,Gedson Fernandes ,미드필더,7,,,2,0%,1,1,0,0,,7,6,9,0,1,,0,0,39,5.57,0,7,29%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0%,0,,,,,,,
323,Brooklyn Genesini ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
324,Anthony Georgiou ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
325,Rachid Ghezzal ,미드필더,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
326,Morgan Gibbs-White ,미드필더,7,,,0,0%,0,2,0,0,,6,6,6,4,2,,0,0,79,11.29,0,2,0%,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0%,0,,,,,,,
327,Ben Gibson ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
328,Ryan Giles ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
329,Charlie Gilmour ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
330,Olivier Giroud ,공격수,18,,,8,,4,2,13,12,,,,,,,,,0,299,16.61,1,2,,,,1,0,17,9,8,1,2,5,1,0.44,0,0,39,19,49%,6,,,,,,,
331,Paul Gladon ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
332,Paul Glatzel ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
333,Ben Godfrey ,수비수,30,,,22,64%,0,25,148,76,,162,105,70,66,42,,0,0,"1,660",55.33,0,3,0%,1,95,3,1,15,0,0,0,0,0,2,0,0,0,15,6,40%,1,,,,,,,
334,Claudio Gomes ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
335,Joseph Gomez ,수비수,28,12,16,23,70%,1,38,59,25,0,151,112,87,70,49,0,0,0,"1,988",71,0,9,33%,1,104,7,0,21,0,0,0,0,0,0,,,,,,,,,,,,,,
336,Gon챌alo Cardoso ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
337,Mace Goodridge ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
338,John-Kymani Gordon ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
339,Dan Gosling ,미드필더,24,,,26,38%,4,20,22,8,,82,69,100,21,28,,0,1,520,21.67,2,3,67%,1,17,3,0,21,2,3,0,3,0,0,0.13,0,0,13,6,46%,2,,,,,,,
340,Kamil Grabara ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
341,Lee Grant ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
342,Demarai Gray ,미드필더,21,,,12,50%,7,5,3,1,,35,34,50,2,8,,0,3,291,13.86,4,31,26%,1,10,1,0,2,3,2,0,2,0,0,0.1,0,0,23,8,35%,1,,,,,,,
343,Jack Grealish ,미드필더,36,,,29,66%,18,22,10,4,,188,289,182,22,27,,1,6,"1,371",38.08,8,141,20%,2,81,8,0,34,4,8,0,5,3,2,0.22,0,0,73,23,32%,5,,,,,,,
344,Andre Green ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
345,Mason Greenwood ,공격수,31,,,17,,7,6,5,2,,,,,,,,,1,495,15.97,1,10,,,,0,0,12,3,10,0,2,8,1,0.32,0,0,39,20,51%,2,,,,,,,
346,Daniel Grimshaw ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
347,Pascal Gro횩 ,미드필더,29,,,36,36%,9,9,7,2,,83,73,104,18,29,,0,4,899,31,10,146,32%,5,42,4,0,23,8,2,0,2,0,1,0.07,0,1,29,9,31%,0,,,,,,,
348,Marko Grujic ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
349,Vicente Guaita ,골키퍼,35,10,42,,,,,,,,,,,,,1,2,0,884,25.26,,,,,220,1,0,0,,0,,,,,,,,,,,,110,0,22,18,10,173,274
350,J처hann Gudmundsson ,미드필더,12,,,4,50%,2,7,6,5,,31,20,36,7,14,,0,1,160,13.33,1,35,46%,0,8,0,0,9,1,1,0,0,1,1,0.08,0,0,10,2,20%,1,,,,,,,
351,Matteo Guendouzi ,미드필더,24,,,31,52%,5,29,34,16,,117,116,102,13,16,,0,1,"1,152",48,1,6,17%,7,70,6,0,17,0,0,0,0,0,1,0,0,0,11,5,45%,1,,,,,,,
352,Idrissa Gueye ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
353,Fr챕d챕ric Guilbert ,수비수,25,2,36,74,58%,2,49,62,26,0,104,164,172,48,68,0,0,2,749,29.96,1,91,16%,0,40,7,0,36,2,0,0,0,0,0,,,,,,,,,,,,,,
354,Ilkay G체ndogan ,미드필더,31,,,27,59%,14,31,13,6,,137,70,80,11,15,,0,1,"1,953",63,3,30,30%,7,106,7,0,16,2,2,0,2,0,1,0.06,1,0,33,8,24%,5,,,,,,,
355,Angus Gunn ,골키퍼,10,2,25,,,,,,,,,,,,,0,0,0,231,23.1,,,,,43,0,0,0,,0,,,,,,,,,,,,30,0,2,3,2,27,77
356,Peter Gwargis ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
357,Viktor Gy철keres ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
358,Sead Haksabanovic ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
359,S챕bastien Haller ,공격수,32,,,22,,10,8,26,22,,,,,,,,,1,767,23.97,2,8,,,,1,0,46,18,7,0,5,2,0,0.22,0,0,56,27,48%,6,,,,,,,
360,Ethan Hamilton ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
361,Grant Hanley ,수비수,15,2,25,24,63%,1,31,76,44,0,56,89,38,44,18,1,0,0,658,43.87,0,0,0%,0,32,4,0,12,0,0,0,0,0,0,,,,,,,,,,,,,,
362,Joseph Hardy ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
363,Nathan Harker ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
364,Joe Hart ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
365,Taylor Harwood-Bellis ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
366,Kortney Hause ,수비수,18,,,21,43%,2,20,94,51,,109,138,77,100,35,,1,0,799,44.39,1,0,0%,1,62,3,0,24,1,1,0,1,0,0,0.06,0,0,20,3,15%,3,,,,,,,
367,Kaine Hayden ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
368,Tom Heaton ,골키퍼,20,4,35,,,,,,,,,,,,,1,0,0,527,26.35,,,,,118,0,0,1,,0,,,,,,,,,,,,68,0,6,10,7,99,195
369,Michael Hector ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
370,Philip Heise ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
371,H챕lder Costa ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
372,Tomer Hemed ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
373,Stephen Henderson ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
374,Jeff Hendrick ,미드필더,24,,,18,56%,8,20,15,7,,107,81,108,26,17,,0,2,545,22.71,2,30,23%,1,18,8,0,17,4,2,0,2,0,0,0.08,0,0,22,6,27%,2,,,,,,,
375,Ben Heneghan ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
376,Wayne Hennessey ,골키퍼,3,0,8,,,,,,,,,,,,,0,0,0,97,32.33,,,,,35,0,0,0,,0,,,,,,,,,,,,16,0,2,0,1,7,39
377,Dion Henry ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
378,Rushian Marcus Amari Hepburn-Murphy ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
379,Onel Hern찼ndez ,미드필더,26,,,27,70%,12,19,9,2,,75,93,132,6,29,,0,2,311,11.96,0,26,4%,0,2,0,0,14,8,1,0,1,0,1,0.04,0,0,29,8,28%,2,,,,,,,
380,Ander Herrera ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
381,Jake Hesketh ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
382,Heurelho Gomes ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
383,Mateusz Hewelt ,골키퍼,0,0,0,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0
384,Gonzalo Higua챠n ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
385,Thomas Hill ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
386,Kaylen Hinds ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
387,George Hirst ,공격수,2,,,0,,0,0,0,0,,,,,,,,,0,5,2.5,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33%,0,,,,,,,
388,Wesley Hoedt ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
389,Ki-Jana Hoever ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
390,Scott Hogan ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
391,Rob Holding ,수비수,8,1,9,4,50%,0,5,43,26,0,22,25,24,16,14,0,0,0,351,43.88,0,0,0%,0,20,1,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,
392,Jos챕 Holebas ,수비수,14,1,28,26,58%,1,3,29,19,0,44,74,72,36,21,0,0,0,414,29.57,0,71,24%,0,14,5,0,18,0,0,0,0,0,0,,,,,,,,,,,,,,
393,Mason Holgate ,수비수,27,5,34,44,59%,1,34,94,39,1,126,120,70,44,36,0,0,3,"1,058",39.19,3,2,50%,2,113,5,0,17,1,0,0,0,0,0,,,,,,,,,,,,,,
394,Nathan Holland ,미드필더,2,,,3,33%,0,0,0,0,,1,7,2,0,1,,0,0,11,5.5,0,2,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100%,0,,,,,,,
395,Ricky Holmes ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
396,Nathaniel Shio Hong Wan ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
397,Conor Hourihane ,미드필더,27,,,16,63%,13,9,26,9,,72,53,48,13,9,,0,5,612,22.67,8,112,25%,1,20,4,0,14,4,3,0,0,3,1,0.11,0,1,29,10,34%,1,,,,,,,
398,Callum Hudson-Odoi ,공격수,22,,,10,,11,5,4,2,,,,,,,,,5,412,18.73,6,63,,,,1,0,11,3,1,0,1,0,1,0.05,0,0,21,4,19%,1,,,,,,,
399,Will Hughes ,미드필더,30,,,75,63%,10,37,26,13,,127,170,166,25,32,,0,1,840,28,2,69,29%,1,11,9,0,53,1,1,0,1,0,0,0.03,0,0,27,3,11%,1,,,,,,,
400,Jordan Hugill ,공격수,0,,,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
401,Cameron Humphreys-Grant ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
402,Joseph Hungbo ,미드필더,0,,,0,0%,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,
403,James Husband ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
404,Alan Hutton ,수비수,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
